Date,Hour,Temperature,Humidity,WindSpeed,Visibility,DewPoint,SolarRadiation,Rainfall,Snowfall,Seasons,Holiday,FunctioningDay,Rented Bike Count
2023-01-03,15,-0.0,24.2,1.44,2000,-7.2,0.979,0.0,0.0,Winter,No Holiday,Yes,176
2023-01-03,16,-1.1,27.2,0.6,2000,-5.3,0.693,0.0,0.0,Winter,No Holiday,Yes,189
2023-01-03,17,-2.2,23.8,1.84,2000,-5.2,0.43,0.0,0.19,Winter,No Holiday,Yes,185
2023-01-03,18,-5.6,21.6,1.79,2000,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,248
2023-01-03,19,-6.8,47.0,0.61,1948,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,285
2023-01-03,20,-4.8,42.6,1.93,1574,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,179
2023-01-03,21,-7.3,57.3,6.44,1776,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,105
2023-01-03,22,-9.5,60.5,0.76,1807,-11.3,0.0,4.15,0.0,Winter,No Holiday,Yes,90
2023-01-03,23,-8.9,69.4,0.6,1418,-10.9,0.0,0.0,0.0,Winter,No Holiday,Yes,94
2023-01-04,0,-7.9,49.2,2.22,1974,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,66
2023-01-04,1,-4.1,65.8,1.08,1765,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,77
2023-01-04,2,-3.7,83.5,2.74,1622,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,59
2023-01-04,3,-1.4,66.9,1.32,1838,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,155
2023-01-04,4,-2.3,83.6,0.89,1558,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,78
2023-01-04,5,0.1,64.4,1.3,1770,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes,103
2023-01-04,6,2.2,75.4,2.17,1789,-5.7,0.0,0.0,0.0,Winter,No Holiday,Yes,146
2023-01-04,7,1.3,86.8,2.12,1593,-2.5,0.395,0.0,0.0,Winter,No Holiday,Yes,225
2023-01-04,8,3.5,72.9,0.43,1457,1.9,0.769,0.0,0.0,Winter,No Holiday,No,0
2023-01-04,9,1.6,40.4,2.17,1963,-3.4,1.041,5.78,0.0,Winter,No Holiday,Yes,151
2023-01-04,10,2.3,60.9,1.47,1801,-5.2,1.088,0.0,7.33,Winter,No Holiday,Yes,45
2023-01-04,11,1.9,64.3,1.56,1883,-4.6,1.236,0.0,0.0,Winter,No Holiday,Yes,127
2023-01-04,12,-0.3,68.3,1.84,1689,-7.2,1.755,0.0,0.0,Winter,No Holiday,Yes,103
2023-01-04,13,2.2,40.3,0.59,1830,-5.3,1.63,0.0,0.0,Winter,No Holiday,Yes,71
2023-01-04,14,-0.9,20.0,0.41,1993,-6.3,1.646,0.0,0.0,Winter,No Holiday,Yes,104
2023-01-04,15,-1.2,34.7,0.44,2000,-9.1,0.998,0.0,0.0,Winter,No Holiday,Yes,148
2023-01-04,16,-1.5,46.1,2.63,1949,-2.8,0.695,0.0,0.0,Winter,No Holiday,No,11
2023-01-04,17,-2.9,29.8,2.61,2000,-9.7,0.321,0.0,0.0,Winter,No Holiday,Yes,238
2023-01-04,18,-3.6,45.2,0.14,2000,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes,301
2023-01-04,19,-6.0,30.9,1.37,1936,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,260
2023-01-04,20,-7.4,48.6,0.95,1785,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,168
2023-01-04,21,-7.1,26.2,0.66,2000,-13.6,0.0,0.0,2.15,Winter,No Holiday,Yes,98
2023-01-04,22,-10.3,48.1,2.98,1975,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes,117
2023-01-04,23,-9.5,63.9,3.37,1587,-14.8,0.0,0.0,0.58,Winter,No Holiday,Yes,63
2023-01-05,0,-8.6,66.1,1.62,1811,-12.1,0.0,6.39,0.0,Winter,No Holiday,Yes,66
2023-01-05,1,-7.1,61.4,0.91,1841,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,104
2023-01-05,2,-3.2,72.8,1.04,1551,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,67
2023-01-05,3,-4.5,83.0,0.57,1474,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,115
2023-01-05,4,-2.2,79.0,1.03,1706,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes,119
2023-01-05,5,2.4,78.9,0.73,1918,-0.8,0.0,0.0,0.0,Winter,No Holiday,Yes,65
2023-01-05,6,0.3,82.5,3.23,1581,-5.4,0.0,0.0,0.0,Winter,No Holiday,Yes,167
2023-01-05,7,3.4,67.3,0.28,1784,-2.3,0.348,0.0,0.0,Winter,No Holiday,Yes,248
2023-01-05,8,0.8,78.8,2.43,1571,-5.4,0.435,0.0,0.0,Winter,No Holiday,Yes,234
2023-01-05,9,2.6,49.0,0.69,1919,0.7,1.235,0.0,0.0,Winter,No Holiday,Yes,175
2023-01-05,10,1.1,71.7,2.16,1625,-5.6,1.298,0.0,0.0,Winter,No Holiday,Yes,170
2023-01-05,11,2.0,57.2,1.26,1789,-3.8,1.259,0.0,0.0,Winter,No Holiday,Yes,102
2023-01-05,12,3.8,36.7,2.45,2000,2.6,1.975,0.0,0.0,Winter,No Holiday,Yes,117
2023-01-05,13,-2.3,32.7,0.46,2000,-5.6,1.544,0.0,0.0,Winter,No Holiday,Yes,114
2023-01-05,14,1.0,34.2,0.88,1803,-3.3,1.259,0.0,0.0,Winter,No Holiday,Yes,77
2023-01-05,15,-0.7,36.3,1.09,2000,-4.2,1.223,0.0,0.0,Winter,No Holiday,Yes,140
2023-01-05,16,-3.7,41.1,1.46,2000,-5.5,0.791,0.0,0.0,Winter,No Holiday,Yes,159
2023-01-05,17,-6.6,20.0,1.45,2000,-9.1,0.409,0.0,0.0,Winter,No Holiday,Yes,208
2023-01-05,18,-4.7,39.1,0.56,1944,-5.9,0.0,0.0,0.0,Winter,No Holiday,Yes,284
2023-01-05,19,-6.9,20.0,0.43,2000,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes,242
2023-01-05,20,-6.1,43.1,1.14,1819,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,120
2023-01-05,21,-6.8,65.6,1.33,1730,-13.6,0.0,0.0,0.0,Winter,No Holiday,No,23
2023-01-05,22,-3.7,43.4,1.09,1885,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,77
2023-01-05,23,-7.1,48.0,0.28,1824,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,97
2023-01-06,0,-8.0,71.9,1.37,1863,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,83
2023-01-06,1,-4.7,88.3,1.91,1693,-9.5,0.0,4.6,0.2,Winter,No Holiday,Yes,97
2023-01-06,2,-3.5,81.1,1.62,1796,-5.4,0.0,0.0,0.0,Winter,No Holiday,Yes,107
2023-01-06,3,0.0,60.6,1.23,1692,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes,101
2023-01-06,4,0.3,63.0,1.52,1656,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,113
2023-01-06,5,0.6,79.3,0.75,1656,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes,113
2023-01-06,6,3.9,63.4,2.98,1826,-0.3,0.0,0.0,0.21,Winter,No Holiday,Yes,178
2023-01-06,7,-0.4,72.1,0.94,1712,-4.1,0.456,0.0,0.0,Winter,No Holiday,Yes,215
2023-01-06,8,1.4,67.1,1.95,1788,-3.5,0.745,0.0,0.0,Winter,No Holiday,Yes,258
2023-01-06,9,1.2,54.0,1.19,2000,-6.6,1.098,0.0,0.0,Winter,No Holiday,No,46
2023-01-06,10,2.3,70.5,2.53,1687,-0.9,1.383,0.0,0.0,Winter,No Holiday,Yes,182
2023-01-06,11,-0.0,51.9,0.92,1969,-4.7,1.397,0.0,0.0,Winter,No Holiday,Yes,117
2023-01-06,12,3.4,52.4,2.54,1928,-1.0,1.685,0.0,0.0,Winter,No Holiday,Yes,141
2023-01-06,13,0.8,44.8,3.23,1934,-5.2,1.809,0.0,0.0,Winter,No Holiday,Yes,80
2023-01-06,14,-2.8,30.7,0.7,2000,-8.9,1.49,0.0,0.0,Winter,No Holiday,Yes,105
2023-01-06,15,-3.2,28.4,2.36,1953,-9.3,0.786,0.0,0.0,Winter,No Holiday,Yes,148
2023-01-06,16,-1.8,27.2,3.71,1937,-4.2,0.762,0.0,0.0,Winter,No Holiday,Yes,177
2023-01-06,17,-2.0,38.5,1.71,2000,-6.2,0.397,0.0,0.0,Winter,No Holiday,Yes,262
2023-01-06,18,-0.9,28.3,2.85,1841,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,266
2023-01-06,19,0.0,56.5,3.28,1894,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes,198
2023-01-06,20,-5.7,37.4,2.59,1834,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,152
2023-01-06,21,-8.8,53.2,0.77,2000,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,157
2023-01-06,22,-11.2,55.3,1.87,1786,-15.6,0.0,0.0,0.0,Winter,No Holiday,Yes,83
2023-01-06,23,-6.1,59.5,2.03,1993,-10.4,0.0,0.0,0.0,Winter,No Holiday,Yes,98
2023-01-07,0,-7.6,91.4,0.24,1521,-11.6,0.0,0.0,0.0,Winter,Holiday,Yes,73
2023-01-07,1,-5.9,70.0,1.27,1687,-12.8,0.0,0.0,0.0,Winter,Holiday,Yes,96
2023-01-07,2,-5.2,74.8,1.53,1794,-7.2,0.0,0.0,0.0,Winter,Holiday,Yes,83
2023-01-07,3,-3.0,73.1,1.93,1734,-7.9,0.0,0.0,0.0,Winter,Holiday,Yes,63
2023-01-07,4,0.8,80.3,0.61,1629,-4.6,0.0,0.0,0.0,Winter,Holiday,Yes,52
2023-01-07,5,0.2,77.3,1.19,1609,-6.8,0.0,0.0,0.0,Winter,Holiday,Yes,125
2023-01-07,6,0.7,64.0,1.62,1716,-4.5,0.0,0.0,0.0,Winter,Holiday,Yes,134
2023-01-07,7,-0.1,66.5,1.01,2000,-7.8,0.362,0.0,0.0,Winter,Holiday,Yes,151
2023-01-07,8,-0.7,71.3,0.24,1492,-7.8,0.721,0.0,0.0,Winter,Holiday,Yes,216
2023-01-07,9,2.1,69.2,3.07,1570,-1.4,0.881,0.0,0.0,Winter,Holiday,Yes,195
2023-01-07,10,3.0,52.6,4.58,2000,-4.1,1.5,0.0,0.0,Winter,Holiday,Yes,130
2023-01-07,11,6.3,46.6,1.77,2000,-1.4,1.44,1.02,0.0,Winter,Holiday,Yes,113
2023-01-07,12,2.4,36.7,1.79,1867,-0.4,1.052,0.0,0.0,Winter,Holiday,Yes,115
2023-01-07,13,3.2,30.5,1.34,1808,-2.1,1.104,0.0,0.0,Winter,Holiday,Yes,90
2023-01-07,14,-0.9,23.0,0.44,2000,-3.8,1.501,0.0,0.0,Winter,Holiday,Yes,59
2023-01-07,15,-3.5,20.0,0.31,1984,-9.0,1.054,0.0,0.0,Winter,Holiday,Yes,122
2023-01-07,16,-4.4,23.1,2.92,2000,-6.0,0.748,0.0,1.49,Winter,Holiday,Yes,165
2023-01-07,17,-5.1,40.7,4.26,1967,-11.3,0.388,0.0,0.0,Winter,Holiday,Yes,183
2023-01-07,18,-0.6,30.5,1.89,1896,-4.5,0.0,0.0,0.0,Winter,Holiday,Yes,257
2023-01-07,19,-7.4,35.8,1.0,2000,-12.5,0.0,0.0,0.0,Winter,Holiday,Yes,214
2023-01-07,20,-4.8,41.2,1.19,1953,-6.0,0.0,0.0,0.0,Winter,Holiday,Yes,128
2023-01-07,21,-8.6,63.5,2.09,1657,-14.5,0.0,0.0,0.0,Winter,Holiday,Yes,143
2023-01-07,22,-5.0,48.3,2.82,1790,-9.5,0.0,0.0,0.0,Winter,Holiday,Yes,76
2023-01-07,23,-5.8,66.7,1.36,1915,-11.2,0.0,0.0,0.0,Winter,Holiday,Yes,87
2023-01-08,0,-6.2,69.0,1.07,1692,-9.4,0.0,0.0,0.0,Winter,Holiday,Yes,92
2023-01-08,1,-5.1,75.1,0.6,1759,-7.1,0.0,0.0,0.0,Winter,Holiday,Yes,87
2023-01-08,2,-5.2,80.3,0.92,1636,-9.3,0.0,0.0,2.23,Winter,Holiday,Yes,46
2023-01-08,3,-1.8,80.3,2.0,1410,-9.4,0.0,0.0,0.0,Winter,Holiday,Yes,115
2023-01-08,4,-2.3,87.8,1.69,1675,-4.8,0.0,0.0,0.0,Winter,Holiday,Yes,67
2023-01-08,5,-2.5,78.0,1.59,1795,-8.3,0.0,0.0,0.0,Winter,Holiday,Yes,94
2023-01-08,6,-1.5,92.7,0.62,1778,-2.8,0.0,0.0,0.0,Winter,Holiday,Yes,160
2023-01-08,7,2.4,71.2,1.15,1464,-3.7,0.388,0.0,0.29,Winter,Holiday,Yes,178
2023-01-08,8,5.9,48.1,2.38,1484,3.2,0.912,0.0,0.0,Winter,Holiday,Yes,215
2023-01-08,9,3.4,65.3,3.52,1841,-0.8,1.03,0.0,0.0,Winter,Holiday,Yes,180
2023-01-08,10,2.9,56.3,2.3,1752,-0.7,1.689,0.0,0.35,Winter,Holiday,Yes,87
2023-01-08,11,3.4,46.4,2.81,1723,1.6,1.461,0.0,0.0,Winter,Holiday,Yes,129
2023-01-08,12,4.8,37.7,0.24,1992,1.4,1.866,0.0,0.0,Winter,Holiday,Yes,67
2023-01-08,13,1.7,20.0,3.14,2000,-1.7,0.926,0.0,0.0,Winter,Holiday,Yes,86
2023-01-08,14,-0.7,20.0,1.87,1954,-5.3,1.394,7.36,0.0,Winter,Holiday,Yes,6
2023-01-08,15,1.1,46.8,1.6,1895,-6.7,1.064,0.0,0.0,Winter,Holiday,Yes,122
2023-01-08,16,-1.5,24.3,1.72,2000,-5.8,0.514,0.0,0.23,Winter,Holiday,Yes,128
2023-01-08,17,-0.6,41.3,3.98,1972,-8.0,0.387,0.0,0.0,Winter,Holiday,Yes,172
2023-01-08,18,-4.4,20.0,0.97,2000,-8.7,0.0,0.0,0.0,Winter,Holiday,Yes,213
2023-01-08,19,-8.2,28.8,1.72,2000,-10.0,0.0,0.0,0.0,Winter,Holiday,Yes,173
2023-01-08,20,-9.2,51.6,1.25,1647,-11.8,0.0,0.0,0.0,Winter,Holiday,Yes,160
2023-01-08,21,-3.5,50.1,0.65,1873,-7.4,0.0,0.0,0.0,Winter,Holiday,Yes,120
2023-01-08,22,-3.4,63.0,0.36,1807,-6.7,0.0,0.0,0.0,Winter,Holiday,Yes,91
2023-01-08,23,-6.9,63.8,0.64,1720,-14.0,0.0,0.0,0.0,Winter,Holiday,Yes,68
2023-01-09,0,-6.6,67.6,0.79,1631,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,113
2023-01-09,1,-2.1,67.6,1.3,1642,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,85
2023-01-09,2,-6.1,65.9,2.81,1715,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,120
2023-01-09,3,-4.4,93.7,0.65,1649,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,38
2023-01-09,4,-0.0,95.5,0.78,1714,-5.3,0.0,0.0,1.85,Winter,No Holiday,Yes,84
2023-01-09,5,-0.8,68.0,3.92,1908,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,118
2023-01-09,6,1.1,64.2,1.0,1564,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,133
2023-01-09,7,1.7,67.3,0.86,1620,-1.4,0.463,0.0,0.0,Winter,No Holiday,Yes,233
2023-01-09,8,3.4,68.6,0.89,1817,1.2,0.925,0.0,0.0,Winter,No Holiday,Yes,232
2023-01-09,9,5.9,57.1,1.51,1992,0.2,1.17,0.0,0.0,Winter,No Holiday,Yes,223
2023-01-09,10,3.3,57.4,1.31,1695,2.1,1.247,0.0,0.0,Winter,No Holiday,Yes,163
2023-01-09,11,4.1,45.5,0.81,1939,2.0,1.506,0.0,3.27,Winter,No Holiday,Yes,127
2023-01-09,12,-1.9,39.2,1.04,1820,-9.2,1.902,0.0,0.0,Winter,No Holiday,Yes,86
2023-01-09,13,1.2,59.7,2.43,1838,-6.8,1.4,0.0,5.97,Winter,No Holiday,Yes,41
2023-01-09,14,-1.5,26.9,1.66,1981,-5.9,1.066,0.0,0.0,Winter,No Holiday,Yes,134
2023-01-09,15,-3.5,46.7,3.31,1930,-8.0,1.412,0.0,0.0,Winter,No Holiday,Yes,128
2023-01-09,16,-4.1,44.6,1.13,1766,-10.5,0.635,0.0,0.0,Winter,No Holiday,Yes,208
2023-01-09,17,-4.3,36.7,2.43,1774,-5.5,0.297,0.0,0.0,Winter,No Holiday,Yes,237
2023-01-09,18,-2.9,20.0,2.49,2000,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,271
2023-01-09,19,-8.4,39.6,0.77,1972,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,233
2023-01-09,20,-6.3,39.7,1.81,2000,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,173
2023-01-09,21,-7.7,51.3,1.43,2000,-15.6,0.0,0.0,0.91,Winter,No Holiday,Yes,119
2023-01-09,22,-7.5,47.0,0.26,1692,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,84
2023-01-09,23,-4.5,71.5,0.38,1755,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,74
2023-01-10,0,-4.8,79.5,1.55,1475,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes,87
2023-01-10,1,-2.3,86.1,0.28,1552,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,92
2023-01-10,2,-4.1,74.0,0.22,1443,-10.4,0.0,0.0,0.0,Winter,No Holiday,Yes,107
2023-01-10,3,-4.0,69.1,1.41,1523,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes,82
2023-01-10,4,-1.7,83.4,0.12,1502,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,133
2023-01-10,5,0.5,95.9,0.56,1442,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,83
2023-01-10,6,1.5,75.9,1.4,1678,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes,131
2023-01-10,7,-0.1,75.3,1.23,1543,-2.9,0.357,0.0,0.0,Winter,No Holiday,Yes,215
2023-01-10,8,3.0,62.8,1.23,1797,-1.5,0.639,0.0,0.0,Winter,No Holiday,Yes,263
2023-01-10,9,3.6,53.9,2.06,1997,1.6,0.766,0.0,0.0,Winter,No Holiday,Yes,190
2023-01-10,10,8.2,59.0,2.67,1844,3.3,1.573,0.0,0.0,Winter,No Holiday,Yes,216
2023-01-10,11,6.6,45.0,2.86,1911,3.9,1.509,0.0,0.0,Winter,No Holiday,Yes,150
2023-01-10,12,0.5,44.3,4.15,1970,-2.5,1.623,0.0,0.0,Winter,No Holiday,Yes,109
2023-01-10,13,0.8,40.6,0.14,1768,-3.7,1.544,0.0,0.82,Winter,No Holiday,Yes,99
2023-01-10,14,-2.7,35.6,0.73,2000,-4.8,1.34,0.0,0.0,Winter,No Holiday,Yes,116
2023-01-10,15,-2.2,35.9,0.53,1837,-9.9,1.057,0.0,0.0,Winter,No Holiday,Yes,120
2023-01-10,16,-1.7,21.6,4.24,2000,-5.8,0.742,0.0,0.0,Winter,No Holiday,Yes,169
2023-01-10,17,-1.2,22.5,1.43,2000,-4.6,0.331,0.0,0.0,Winter,No Holiday,Yes,225
2023-01-10,18,-6.2,34.3,1.28,2000,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes,251
2023-01-10,19,-7.0,39.1,0.95,2000,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes,254
2023-01-10,20,-10.7,39.6,0.91,1963,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,212
2023-01-10,21,-7.1,53.5,0.91,1750,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes,106
2023-01-10,22,-8.9,66.7,0.97,1624,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,82
2023-01-10,23,-7.5,75.8,0.9,1901,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,128
2023-01-11,0,-7.5,83.8,3.6,1623,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,89
