Date,Hour,Temperature,Humidity,WindSpeed,Visibility,DewPoint,SolarRadiation,Rainfall,Snowfall,Seasons,Holiday,FunctioningDay,Rented Bike Count
,16,-1.0,38.4,1.66,1960.0,-5.2,0.683,0.0,0.0,Winter,No Holiday,,158.0
2023-01-02,17,-2.7,27.8,2.77,1885.0,-8.5,0.491,0.0,0.0,Winter,No Holiday,Yes,257.0
2023-01-02,18,-6.3,49.9,2.37,1850.0,-83.41509308112636,,0.0,0.0,Winter,No Holiday,Yes,304.0
2023-01-02,19,-5.4,46.0,1.42,1921.0,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes,198.0
2023-01-02,20,-6.3,46.0,2.93,1952.0,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes,153.0
2023-01-02,21,-6.5,57.1,0.47,1867.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,180.0
,22,-5.2,50.9,5.9,1772.0,-10.8,-4.611137845731907,0.0,0.0,Winter,No Holiday,Yes,117.0
2023-01-02,23,-6.2,42.9,0.52,1946.0,-10.0,0.0,0.0,0.0,Winter,No Holiday,Yes,81.0
2023-01-03,0,-4.7,63.6,1.33,1937.0,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes,63.0
2023-01-03,1,-5.0,81.9,1.64,1352.0,-11.7,0.0,1.07,0.0,Winter,No Holiday,Yes,73.0
2023-01-03,2,-3.4,78.6,1.69,1693.0,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,42.0
2023-01-03,3,-1.5,78.3,2.73,1500.0,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,103.0
2023-01-03,4,-4.4,71.4,0.69,1891.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,121.0
2023-01-03,5,-0.8,58.8,1.77,1916.0,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,150.0
2023-01-03,6,0.0,89.5,2.24,1666.0,-6.0,0.0,0.0,0.82,Winter,No Holiday,Yes,96.0
2023-01-03,7,0.6,68.7,3.0,1620.0,-4.0,0.469,0.0,0.0,Winter,No Holiday,Yes,222.0
2023-01-03,8,2.0,60.9,1.12,1827.0,-4.3,0.946,0.0,0.0,Winter,No Holiday,Yes,236.0
2023-01-03,9,5.9,52.2,1.54,1911.0,-0.8,0.857,0.0,0.0,Winter,no holiday,Yes,241.0
2023-01-03,10,1.3,64.9,1.39,1452.0,0.1,1.542,0.0,0.0,Winter,No Holiday,Yes,95.0
2023-01-03,11,4.6,54.9,2.16,1860.0,3.1,1.753,0.0,0.0,Winter,No Holiday,Yes,123.0
2023-01-03,12,-1.3,30.6,2.17,2000.0,-4.7,,0.0,1.86,Winter,No Holiday,Yes,54.0
2023-01-03,13,0.5,47.2,1.09,1718.0,-6.9,1.744,0.0,0.0,Winter,No Holiday,Yes,70.0
2023-01-03,14,0.4,30.7,1.37,2000.0,-3.4,1.218,0.0,0.0,Winter,No Holiday,Yes,152.0
2023-01-03,15,-0.0,24.2,1.44,2000.0,-7.2,0.979,0.0,0.0,,No Holiday,,176.0
2023-01-03,16,-1.1,27.2,0.6,,-5.3,0.693,0.0,0.0,Winter,No Holiday,Yes,189.0
2023-01-03,17,-2.2,23.8,1.84,2000.0,-5.2,0.43,0.0,0.19,Winter,No Holiday,Yes,185.0
2023-01-03,18,-5.6,21.6,1.79,2000.0,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,248.0
2023-01-03,19,-6.8,47.0,0.61,1948.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,285.0
2023-01-03,20,-4.8,42.6,1.93,1574.0,-8.4,,0.0,0.0,Winter,No Holiday,Yes,179.0
2023-01-03,21,-7.3,57.3,6.44,1776.0,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,105.0
2023-01-03,22,-9.5,60.5,0.76,1807.0,-11.3,0.0,4.15,0.0,Winter,No Holiday,,90.0
2023-01-03,23,-8.9,69.4,0.6,1418.0,-10.9,0.0,0.0,0.0,Winter,No Holiday,Yes,94.0
2023-01-04,0,-7.9,49.2,2.22,1974.0,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,748.9240607130987
2023-01-04,1,-4.1,65.8,1.08,1765.0,-9.4,0.0,0.0,0.0,Winter,No Holiday,,77.0
2023-01-04,2,-3.7,83.5,2.74,1622.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,
2023-01-04,3,-1.4,66.9,1.32,1838.0,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,155.0
2023-01-04,4,-2.3,83.6,0.89,1558.0,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,78.0
2023-01-04,5,0.1,64.4,1.3,1770.0,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes,103.0
2023-01-04,6,2.2,75.4,2.17,1789.0,-5.7,0.0,0.0,0.0,Winter,No Holiday,Yes,146.0
2023-01-04,7,1.3,86.8,2.12,1593.0,-2.5,0.395,0.0,0.0,Winter,No Holiday,Yes,225.0
2023-01-04,8,3.5,72.9,0.43,1457.0,1.9,0.769,0.0,0.0,Winter,No Holiday,No,0.0
2023-01-04,9,1.6,40.4,2.17,1963.0,-3.4,1.041,5.78,0.0,Winter,No Holiday,Yes,151.0
2023-01-04,10,2.3,60.9,1.47,1801.0,-5.2,1.088,0.0,7.33,Winter,No Holiday,Yes,45.0
2023-01-04,11,1.9,64.3,1.56,1883.0,-4.6,1.236,0.0,0.0,Winter,No Holiday,Yes,127.0
2023-01-04,12,-0.3,68.3,1.84,1689.0,-7.2,1.755,0.0,0.0,Winter,No Holiday,Yes,103.0
2023-01-04,13,2.2,40.3,0.59,1830.0,-5.3,1.63,0.0,0.0,Winter,No Holiday,Yes,71.0
2023-01-04,14,-0.9,20.0,0.41,1993.0,-6.3,1.646,0.0,0.0,Winter,No Holiday,Yes,104.0
2023-01-04,15,-1.2,34.7,0.44,2000.0,-9.1,0.998,0.0,0.0,Winter,No Holiday,Yes,148.0
2023-01-04,16,-1.5,46.1,2.63,1949.0,-2.8,0.695,0.0,0.0,Winter,No Holiday,No,
2023-01-04,17,-2.9,29.8,2.61,2000.0,-9.7,0.321,0.0,0.0,Winter,No Holiday,Yes,238.0
2023-01-04,18,-3.6,45.2,0.14,2000.0,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes,301.0
2023-01-04,19,-6.0,30.9,1.37,1936.0,-13.5,0.0,0.0,0.0,Winter,No Holiday,,260.0
2023-01-04,20,-7.4,48.6,0.95,1785.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,168.0
2023-01-04,21,-7.1,26.2,0.66,2000.0,-13.6,0.0,0.0,2.15,Winter,No Holiday,Yes,98.0
2023-01-04,22,-10.3,48.1,2.98,1975.0,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes,117.0
2023-01-04,23,-9.5,63.9,3.37,1587.0,-14.8,0.0,0.0,0.58,Winter,No Holiday,Yes,63.0
2023-01-05,0,-8.6,66.1,1.62,1811.0,-12.1,0.0,6.39,0.0,Winter,No Holiday,Yes,66.0
2023-01-05,1,-7.1,61.4,0.91,1841.0,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,104.0
2023-01-05,2,-3.2,72.8,1.04,1551.0,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,67.0
2023-01-05,3,-4.5,83.0,0.57,1474.0,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,115.0
2023-01-05,4,-2.2,79.0,1.03,1706.0,-4.7,0.0,0.0,0.0,Winter,No Holiday,yes,119.0
2023-01-05,5,2.4,78.9,0.73,1918.0,-0.8,0.0,0.0,0.0,Winter,No Holiday,Yes,65.0
2023-01-05,6,0.3,82.5,3.23,1581.0,-5.4,0.0,0.0,0.0,Winter,No Holiday,Yes,167.0
2023-01-05,7,3.4,67.3,0.28,1784.0,-2.3,0.348,0.0,0.0,Winter,No Holiday,Yes,248.0
2023-01-05,8,0.8,78.8,2.43,1571.0,-5.4,0.435,0.0,0.0,Winter,No Holiday,Yes,234.0
2023-01-05,9,2.6,49.0,0.69,1919.0,0.7,,0.0,0.0,Winter,No Holiday,Yes,175.0
2023-01-05,10,1.1,71.7,2.16,1625.0,-5.6,1.298,0.0,0.0,Winter,No Holiday,yes,170.0
2023-01-05,11,2.0,57.2,1.26,1789.0,-3.8,,0.0,0.0,Winter,No Holiday,Yes,
2023-01-05,12,3.8,36.7,2.45,2000.0,2.6,1.975,0.0,0.0,Winter,No Holiday,Yes,117.0
2023-01-05,13,-2.3,32.7,0.46,2000.0,-5.6,1.544,0.0,0.0,Winter,No Holiday,Yes,114.0
2023-01-05,14,1.0,34.2,0.88,1803.0,-3.3,1.259,0.0,0.0,Winter,No Holiday,Yes,77.0
2023-01-05,15,-0.7,36.3,1.09,2000.0,-4.2,1.223,0.0,0.0,Winter,No Holiday,Yes,140.0
2023-01-05,16,-3.7,41.1,1.46,2000.0,-5.5,0.791,0.0,0.0,Winter,No Holiday,Yes,159.0
2023-01-05,17,-6.6,20.0,1.45,2000.0,-9.1,0.409,0.0,0.0,Winter,No Holiday,Yes,208.0
2023-01-05,18,-4.7,39.1,0.56,1944.0,-5.9,0.0,0.0,0.0,Winter,No Holiday,Yes,284.0
2023-01-05,19,-6.9,20.0,0.43,2000.0,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes,242.0
2023-01-05,20,-6.1,43.1,1.14,1819.0,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,120.0
2023-01-05,21,-6.8,65.6,1.33,1730.0,-13.6,0.0,0.0,0.0,Winter,No Holiday,No,23.0
2023-01-05,22,-3.7,43.4,1.09,1885.0,-8.4,0.0,0.0,0.0,Winter,No Holiday,,77.0
2023-01-05,23,-7.1,48.0,0.28,1824.0,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,97.0
2023-01-06,0,-8.0,71.9,1.37,1863.0,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,83.0
2023-01-06,1,-4.7,88.3,1.91,1693.0,-9.5,0.0,4.6,0.2,Winter,No Holiday,Yes,97.0
2023-01-06,2,-3.5,81.1,1.62,1796.0,-5.4,0.0,0.0,0.0,Winter,No Holiday,Yes,107.0
2023-01-06,3,0.0,60.6,1.23,1692.0,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes,101.0
2023-01-06,4,0.3,63.0,1.52,1656.0,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,113.0
2023-01-06,5,0.6,79.3,0.75,1656.0,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes,113.0
2023-01-06,6,3.9,63.4,2.98,1826.0,-0.3,0.0,0.0,0.21,Winter,No Holiday,Yes,178.0
2023-01-06,7,-0.4,72.1,0.94,1712.0,-4.1,0.456,0.0,0.0,Winter,No Holiday,Yes,215.0
2023-01-06,8,1.4,67.1,1.95,1788.0,-3.5,0.745,0.0,0.0,Winter,No Holiday,Yes,258.0
2023-01-06,9,1.2,54.0,1.19,2000.0,-6.6,1.098,0.0,0.0,Winter,No Holiday,No,46.0
2023-01-06,10,2.3,70.5,2.53,1687.0,-0.9,1.383,0.0,0.0,Winter,No Holiday,Yes,182.0
2023-01-06,11,-0.0,51.9,0.92,1969.0,-4.7,1.397,0.0,0.0,Winter,No Holiday,Yes,117.0
2023-01-06,12,3.4,52.4,2.54,1928.0,-1.0,1.685,0.0,0.0,Winter,No Holiday,Yes,141.0
2023-01-06,13,0.8,44.8,3.23,1934.0,-5.2,1.809,0.0,0.0,Winter,No Holiday,Yes,80.0
2023-01-06,14,-2.8,30.7,0.7,2000.0,-8.9,1.49,0.0,0.0,Winter,No Holiday,Yes,105.0
2023-01-06,15,-3.2,28.4,2.36,1953.0,-9.3,0.786,0.0,0.0,Winter,No Holiday,Yes,148.0
2023-01-06,16,-1.8,27.2,3.71,1937.0,-4.2,0.762,0.0,0.0,Winter,No Holiday,Yes,177.0
2023-01-06,17,-2.0,38.5,1.71,2000.0,-6.2,0.397,0.0,0.0,Winter,No Holiday,Yes,262.0
2023-01-06,18,-0.9,28.3,2.85,1841.0,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,266.0
2023-01-06,19,0.0,56.5,3.28,1894.0,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes,198.0
2023-01-06,20,-5.7,37.4,2.59,1834.0,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,152.0
2023-01-06,21,-8.8,53.2,0.77,2000.0,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,
2023-01-06,22,-11.2,55.3,1.87,1786.0,-15.6,0.0,0.0,0.0,Winter,No Holiday,Yes,83.0
2023-01-06,23,-6.1,59.5,2.03,1993.0,-10.4,0.0,3.9954412194327604,0.0,Winter,No Holiday,Yes,98.0
2023-01-07,0,-7.6,91.4,0.24,1521.0,-11.6,0.0,0.0,0.0,Winter,Holiday,Yes,73.0
2023-01-07,1,-5.9,70.0,1.27,1687.0,-12.8,0.0,0.0,0.0,Winter,Holiday,Yes,96.0
2023-01-07,2,-5.2,74.8,1.53,1794.0,-7.2,0.0,0.0,0.0,Winter,Holiday,Yes,83.0
2023-01-07,3,-3.0,73.1,1.93,1734.0,-7.9,0.0,0.0,0.0,Winter,holiday,Yes,63.0
2023-01-07,4,0.8,80.3,0.61,1629.0,-4.6,0.0,0.0,0.0,Winter,Holiday,Yes,52.0
2023-01-07,5,0.2,77.3,1.19,1609.0,-6.8,0.0,0.0,0.0,Winter,Holiday,Yes,125.0
2023-01-07,6,0.7,64.0,1.62,1716.0,-4.5,0.0,0.0,0.0,Winter,Holiday,Yes,134.0
2023-01-07,7,-0.1,66.5,1.01,2000.0,-7.8,0.362,0.0,0.0,Winter,Holiday,Yes,151.0
2023-01-07,8,-0.7,71.3,0.24,1492.0,-7.8,0.721,0.0,0.0,Winter,Holiday,Yes,216.0
2023-01-07,9,2.1,69.2,3.07,1570.0,-1.4,0.881,0.0,0.0,Winter,Holiday,Yes,195.0
2023-01-07,10,3.0,52.6,4.58,2000.0,-4.1,1.5,0.0,0.0,Winter,Holiday,Yes,130.0
2023-01-07,11,6.3,46.6,1.77,2000.0,-1.4,1.44,1.02,0.0,Winter,Holiday,Yes,
2023-01-07,12,2.4,36.7,1.79,1867.0,-0.4,1.052,0.0,0.0,Winter,Holiday,Yes,115.0
2023-01-07,13,3.2,30.5,1.34,1808.0,-2.1,1.104,0.0,0.0,Winter,Holiday,Yes,90.0
2023-01-07,14,-0.9,23.0,0.44,2000.0,-3.8,1.501,0.0,0.0,Winter,Holiday,Yes,59.0
2023-01-07,15,-3.5,20.0,0.31,1984.0,-9.0,1.054,0.0,0.0,Winter,Holiday,Yes,122.0
2023-01-07,16,-4.4,23.1,2.92,2000.0,-6.0,0.748,0.0,1.49,Winter,Holiday,Yes,165.0
2023-01-07,17,-5.1,40.7,4.26,1967.0,-11.3,0.388,0.0,0.0,Winter,Holiday,Yes,
2023-01-07,18,-0.6,30.5,1.89,1896.0,-4.5,0.0,0.0,0.0,Winter,Holiday,Yes,257.0
2023-01-07,19,-7.4,35.8,1.0,2000.0,-12.5,0.0,0.0,0.0,Winter,Holiday,Yes,214.0
2023-01-07,20,-4.8,41.2,1.19,1953.0,-6.0,0.0,0.0,0.0,Winter,Holiday,Yes,-263.89309002030325
2023-01-07,21,-8.6,63.5,2.09,1657.0,-14.5,0.0,0.0,0.0,Winter,Holiday,Yes,143.0
2023-01-07,22,-5.0,48.3,2.82,1790.0,-9.5,0.0,0.0,0.0,Winter,Holiday,Yes,76.0
2023-01-07,23,-5.8,66.7,1.36,1915.0,-11.2,0.0,0.0,0.0,Winter,Holiday,Yes,87.0
2023-01-08,0,-6.2,69.0,1.07,1692.0,-9.4,0.0,0.0,0.0,Winter,Holiday,Yes,92.0
2023-01-08,1,-5.1,75.1,0.6,1759.0,-7.1,0.0,0.0,0.0,Winter,Holiday,Yes,87.0
2023-01-08,2,-5.2,80.3,0.92,1636.0,-9.3,0.0,0.0,2.23,,Holiday,Yes,46.0
2023-01-08,3,-1.8,80.3,2.0,1410.0,-9.4,0.0,0.0,0.0,Winter,Holiday,Yes,115.0
2023-01-08,4,-2.3,87.8,1.69,1675.0,-4.8,0.0,0.0,0.0,Winter,Holiday,Yes,67.0
2023-01-08,5,-2.5,78.0,1.59,1795.0,-8.3,0.0,0.0,0.0,Winter,Holiday,Yes,94.0
2023-01-08,6,-1.5,92.7,0.62,1778.0,-2.8,0.0,0.0,0.0,Winter,Holiday,Yes,160.0
2023-01-08,7,2.4,71.2,1.15,1464.0,-3.7,0.388,0.0,0.29,Winter,Holiday,Yes,178.0
2023-01-08,8,5.9,48.1,2.38,1484.0,3.2,0.912,0.0,0.0,Winter,Holiday,Yes,215.0
2023-01-08,9,3.4,65.3,3.52,1841.0,-0.8,1.03,0.0,0.0,Winter,holiday,Yes,180.0
2023-01-08,10,2.9,56.3,2.3,,-0.7,1.689,0.0,0.35,Winter,Holiday,Yes,87.0
2023-01-08,11,3.4,46.4,2.81,1723.0,1.6,1.461,0.0,0.0,Winter,Holiday,Yes,129.0
2023-01-08,12,4.8,37.7,0.24,1992.0,1.4,1.866,0.0,0.0,Winter,Holiday,Yes,67.0
2023-01-08,13,1.7,20.0,3.14,2000.0,-1.7,0.926,0.0,0.0,Winter,Holiday,Yes,86.0
2023-01-08,14,-0.7,20.0,1.87,1954.0,-5.3,1.394,7.36,0.0,Winter,Holiday,Yes,6.0
2023-01-08,15,1.1,46.8,1.6,1895.0,-6.7,1.064,0.0,0.0,Winter,Holiday,Yes,122.0
2023-01-08,16,-1.5,24.3,1.72,2000.0,-5.8,0.514,0.0,0.23,Winter,Holiday,yes,128.0
2023-01-08,17,-0.6,41.3,3.98,1972.0,-8.0,0.387,0.0,0.0,Winter,Holiday,Yes,172.0
2023-01-08,18,-4.4,20.0,0.97,2000.0,-8.7,0.0,0.0,0.0,Winter,Holiday,Yes,213.0
2023-01-08,19,-8.2,28.8,1.72,2000.0,-10.0,0.0,0.0,0.0,Winter,Holiday,Yes,173.0
2023-01-08,20,-9.2,51.6,1.25,1647.0,-11.8,0.0,0.0,0.0,Winter,Holiday,,160.0
2023-01-08,21,-3.5,50.1,0.65,1873.0,-7.4,0.0,0.0,0.0,Winter,Holiday,Yes,120.0
2023-01-08,22,-3.4,63.0,0.36,1807.0,-6.7,0.0,0.0,0.0,Winter,Holiday,Yes,91.0
2023-01-08,23,-6.9,63.8,0.64,1720.0,-14.0,0.0,0.0,0.0,Winter,Holiday,Yes,68.0
2023-01-09,0,-6.6,67.6,0.79,1631.0,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,113.0
2023-01-09,1,-2.1,67.6,1.3,1642.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,85.0
2023-01-09,2,-6.1,65.9,2.81,1715.0,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,120.0
2023-01-09,3,-4.4,93.7,0.65,1649.0,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,38.0
2023-01-09,4,-0.0,95.5,0.78,1714.0,-5.3,0.0,0.0,1.85,,No Holiday,Yes,84.0
2023-01-09,5,-0.8,68.0,3.92,,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,118.0
2023-01-09,6,1.1,64.2,1.0,1564.0,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,133.0
2023-01-09,7,1.7,67.3,0.86,1620.0,-1.4,0.463,0.0,0.0,,No Holiday,Yes,233.0
2023-01-09,8,3.4,68.6,0.89,1817.0,1.2,0.925,0.0,0.0,Winter,No Holiday,Yes,
2023-01-09,9,5.9,57.1,1.51,1992.0,0.2,1.17,0.0,0.0,Winter,No Holiday,Yes,223.0
2023-01-09,10,3.3,57.4,1.31,1695.0,2.1,1.247,0.0,0.0,Winter,No Holiday,Yes,163.0
2023-01-09,11,4.1,45.5,0.81,1939.0,2.0,1.506,0.0,3.27,Winter,No Holiday,Yes,127.0
2023-01-09,12,-1.9,39.2,1.04,1820.0,-9.2,1.902,0.0,0.0,Winter,No Holiday,Yes,86.0
,13,1.2,59.7,2.43,,-6.8,1.4,0.0,5.97,Winter,No Holiday,Yes,
2023-01-09,14,-1.5,26.9,1.66,1981.0,-5.9,1.066,0.0,0.0,Winter,No Holiday,Yes,134.0
2023-01-09,15,-3.5,46.7,3.31,1930.0,-8.0,1.412,0.0,0.0,Winter,No Holiday,Yes,128.0
2023-01-09,16,-4.1,44.6,1.13,1766.0,-10.5,0.635,0.0,0.0,Winter,No Holiday,Yes,208.0
2023-01-09,17,-4.3,36.7,2.43,1774.0,-5.5,0.297,0.0,0.0,Winter,No Holiday,Yes,237.0
2023-01-09,18,-2.9,20.0,2.49,2000.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,271.0
2023-01-09,19,-8.4,39.6,0.77,1972.0,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,233.0
2023-01-09,20,-6.3,39.7,1.81,2000.0,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,173.0
2023-01-09,21,-7.7,51.3,1.43,2000.0,-15.6,0.0,0.0,0.91,Winter,No Holiday,,119.0
2023-01-09,22,-7.5,47.0,0.26,1692.0,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,84.0
2023-01-09,23,-4.5,71.5,0.38,1755.0,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,74.0
2023-01-10,0,-4.8,79.5,1.55,1475.0,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes,87.0
2023-01-10,1,-2.3,86.1,0.28,1552.0,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,92.0
2023-01-10,2,-4.1,74.0,0.22,1443.0,-10.4,0.0,0.0,0.0,Winter,No Holiday,Yes,107.0
2023-01-10,3,-4.0,69.1,1.41,1523.0,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes,82.0
2023-01-10,4,-1.7,83.4,0.12,1502.0,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,133.0
2023-01-10,5,0.5,95.9,0.56,1442.0,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,83.0
2023-01-10,6,1.5,75.9,1.4,1678.0,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes,131.0
2023-01-10,7,-0.1,75.3,1.23,1543.0,-2.9,0.357,0.0,0.0,Winter,No Holiday,Yes,215.0
2023-01-10,8,3.0,62.8,1.23,1797.0,-1.5,0.639,0.0,0.0,Winter,No Holiday,Yes,263.0
,9,3.6,53.9,2.06,1997.0,1.6,0.766,0.0,0.0,Winter,No Holiday,Yes,190.0
2023-01-10,10,8.2,59.0,2.67,1844.0,3.3,1.573,0.0,0.0,Winter,No Holiday,Yes,216.0
